,mean,std
0,0.0,0.0
1,0.05,0.12041594578792297
2,0.16000000417232513,0.12000000337759656
3,0.155,0.08499999999999999
4,0.17200000077486038,0.11034491174259715
5,0.19666666686534884,0.12948616318380743
6,0.2114285743236542,0.13654632344995057
7,0.19250000000000003,0.1178187166794818
8,0.18222222164273263,0.10460979711691365
9,0.16999999895691872,0.10168578854933609
10,0.17818181991577148,0.10595492505708172
11,0.18500000119209292,0.10940495985933253
12,0.18923077106475827,0.11243406848361254
13,0.18857142984867098,0.12118463032213392
14,0.19066666960716247,0.1281734916472105
15,0.19,0.13308831654206166
16,0.19176470518112182,0.1332115869330533
17,0.1888888907432556,0.12833213133109136
18,0.1894736820459366,0.12909228578009566
19,0.18999999582767485,0.13490737015376458
20,0.19600000083446503,0.1402996836579878
21,0.19700000166893006,0.13468853448351056
22,0.18400000393390656,0.1417180342852807
23,0.18400000035762787,0.13154466946211163
24,0.17799999952316284,0.12560254668376764
25,0.1669999986886978,0.11558978795286827
26,0.15899999856948852,0.11396929426510441
27,0.16199999928474423,0.11956587997739955
28,0.16300000071525575,0.11567627480865711
29,0.1689999985694885,0.11631422721896335
30,0.15799999982118607,0.10399999942343978
31,0.15400000050663948,0.1007174281419112
32,0.14999999836087227,0.10705138886879047
33,0.14599999889731408,0.10413452596640616
34,0.14200000181794165,0.10842508929191562
35,0.1360000015795231,0.11403508344287361
36,0.13100000120699407,0.126684649469627
37,0.12999999783933164,0.13579395621255963
38,0.12600000202655792,0.14340153692642557
39,0.12500000201165676,0.15226621522539502
40,0.12700000271201134,0.1534307699337699
41,0.12900000005960466,0.162200491810437
42,0.12899999797344208,0.16537532691966506
43,0.12800000220537186,0.174631042519283
44,0.12800000049173835,0.18367362263723055
45,0.13100000016391278,0.19501025608315695
46,0.1260000003874302,0.19037857184625426
47,0.12200000204145908,0.1871790639004848
48,0.11900000162422657,0.1888094287913435
49,0.11600000008940696,0.18937792701567954
50,0.12000000007450581,0.20049937697754355
51,0.11899999894201756,0.19997249711797702
52,0.11700000293552874,0.19131388381669712
53,0.11500000216066837,0.18916924164064716
54,0.11700000204145908,0.18857624979159107
55,0.12100000098347663,0.1902866285808765
56,0.12499999955296517,0.19132433369931248
57,0.12099999740719794,0.18538877541093243
58,0.12199999943375586,0.17971087888204185
59,0.12300000108778478,0.1707659263980785
60,0.11700000144541264,0.16858529485380896
