,mean,std
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.009291602679118518,0.027874808037355554
6,0.007964230867815874,0.023892692603447622
7,0.006968702009338889,0.020906106028016673
8,0.006194401786079013,0.018583205358237036
9,0.022299846429884446,0.027311622547821015
10,0.03547702841117979,0.032451974355959874
11,0.04645801339559259,0.04645801339559259
12,0.07290334409769915,0.05441410203186638
13,0.09158865497988254,0.06181905565666009
14,0.11893251429271705,0.06394351079832176
15,0.1324053381774389,0.061939178295341846
16,0.14429312395807586,0.05717810414373092
17,0.14866564286589629,0.06163351957539427
18,0.15522600338907394,0.05392612008666583
19,0.1667052894674049,0.05380215078366881
20,0.19179261670102493,0.051779076619645384
21,0.21130498232717382,0.05705028930971495
22,0.22802986714958715,0.06413158151344209
23,0.2475422327757361,0.06387238556056965
24,0.26705459840188495,0.06956327011119214
25,0.2809920024205627,0.0626924340807925
26,0.30050436804671155,0.06053791133450678
27,0.31947317491613203,0.05738748910537082
28,0.33898554054228097,0.05276801475958844
29,0.3501354637572231,0.0505970785705188
30,0.3557104253646942,0.046895876935766904
31,0.3612853869721654,0.045683955199568145
32,0.35013546375722315,0.04222628845579294
33,0.3389855405422809,0.04699270402067848
34,0.3306230981310743,0.04786588509554191
35,0.3250481365236032,0.051357662049577105
36,0.32477635714523895,0.04966907586853572
37,0.3275638379489744,0.04838334474649548
38,0.32783561732733874,0.04362995416371251
39,0.3253199159019674,0.047258673350177846
40,0.3058075502758185,0.04481171308218795
41,0.2974451078646118,0.049683258710177564
42,0.2971733284862476,0.062150713358485744
43,0.29159836687877644,0.06474930162048499
44,0.2888108860750409,0.06793041391438015
45,0.28323592446756984,0.06997511144099056
46,0.2776609628600987,0.07847727708256855
47,0.26984207920562053,0.07924892245130559
48,0.26705459840188495,0.07638369318326271
49,0.25842037661231404,0.08527344152089474
50,0.25842037661231404,0.0703967091237937
51,0.25563289580857845,0.07925027823368885
52,0.26372355884142096,0.07203727768803288
53,0.27208600125262766,0.07047743091372084
54,0.2665110396451565,0.0699429023749012
55,0.2720860012526276,0.07058484160355624
56,0.27073580223533117,0.06369825227935001
57,0.2719013046434061,0.0621931850666381
58,0.26911382383967053,0.06119110405409768
59,0.2635388622321994,0.05585808195950933
60,0.2691138238396706,0.05359619101782716
61,0.266326343035935,0.0554479548859358
62,0.26898803876840205,0.05979703639141844
63,0.26620055796466646,0.06369777940331178
64,0.2578381155534598,0.06374315277036717
65,0.2629566011733452,0.0641408580026946
66,0.2676775223435978,0.062093763594277894
67,0.2660555439479372,0.05501697480589476
68,0.2735639459219254,0.04433736168996287
69,0.28369758457110356,0.04144215239693374
70,0.2900040250797399,0.037038527652315766
71,0.29745351551577515,0.056470132615593895
72,0.30798471861458615,0.06372563888588866
73,0.3138711421929137,0.06567577445743415
74,0.3237105489830518,0.07108102306669076
75,0.3387030424602325,0.0803520293316206
76,0.3466314613645293,0.08528031270143306
77,0.3557253826769012,0.08239956711431687
78,0.37274772289356994,0.08485758740861657
79,0.3885821082214877,0.09639089040287105
80,0.4100363601182286,0.09086325224384435
81,0.43502357829647115,0.09407882015714389
82,0.4468685213553016,0.09179885630503137
83,0.46511527551799825,0.1078514538402894
84,0.4865695274147391,0.11261867621693128
85,0.4996977959575502,0.12031412954595525
86,0.5127671529624084,0.13224481779095484
87,0.540107828437477,0.12424095633348646
88,0.5491877431732476,0.12550785056131417
89,0.55990364288128,0.1235701779725386
90,0.5718074974780635,0.13041989696602166
91,0.5837702636127997,0.13015973373911055
92,0.5929090898865235,0.12619942881727933
93,0.6013388897397578,0.11742383782780086
94,0.612136153466419,0.11175848920454744
95,0.6101633735725974,0.11021751027680013
96,0.6109762164923913,0.10518161551256826
97,0.6213394567121429,0.1027616645190047
98,0.6237518255469217,0.09056785470427063
99,0.6301031710169097,0.09437988252016176
100,0.62966914751,0.09330089483759091
101,0.6319089683220384,0.09046509733898409
102,0.633787683741721,0.09119573775893487
103,0.6322610759412903,0.08617043360872233
104,0.629017119149969,0.07695540666884648
105,0.6318270524343805,0.0689582591726209
106,0.6318859639723333,0.06330037067014276
107,0.6279554332411988,0.06858959363472442
108,0.6264288254407681,0.06645151150231737
109,0.6304366730835459,0.06416423267146673
110,0.6316246279722967,0.06835167568107411
111,0.6343024256018918,0.0690551326283625
112,0.6270013630971457,0.06714339203765828
113,0.6307997581734637,0.06830084389720761
114,0.622451322338858,0.06746872354192919
115,0.6233053627760766,0.0742647312413717
116,0.6324132906650495,0.0763043029617101
117,0.6335787930731245,0.07570206930546336
118,0.6371342118353021,0.07073629677467834
119,0.6379386088510213,0.07075530026402822
120,0.6332045033165462,0.06781495939366762
121,0.6252324390226817,0.06998318405025696
122,0.6233629917194526,0.07293450799706687
123,0.6268819514243533,0.07179087548952653
124,0.6332837625282196,0.0625510921436856
125,0.6337037794585282,0.06320881363056163
126,0.6261953774845399,0.06292834838629513
127,0.6171379152294452,0.05433935463852725
128,0.6087754728182385,0.06412667062078396
129,0.5988904697135867,0.0662505387304813
130,0.5945539286287447,0.07013277079578836
131,0.5835950526065717,0.07675274983607598
132,0.5726810815457508,0.07062352357947574
133,0.5675129525043661,0.08025995779133854
134,0.5742983214812639,0.07877137177631609
135,0.5703537841735282,0.0828490762120761
136,0.5636357726386583,0.07652383890539839
137,0.5529563319879027,0.07542839921323473
138,0.5490258012567681,0.07164445164036307
139,0.5369478413534127,0.07334891860736421
140,0.5373678582837215,0.06924740380934212
141,0.5284536713263805,0.06694805668506688
142,0.520163324817349,0.06980956834377015
143,0.5166303585358472,0.0733998218055384
144,0.5154873086084483,0.073718510302455
145,0.5037992393849818,0.0705084968417962
146,0.5095759797891689,0.0729514273341144
147,0.5092527969415831,0.0766371659434118
148,0.517491549602048,0.07655189242352171
149,0.517477543025447,0.07736449074248579
150,0.5079720506868413,0.08954005806771971
151,0.5123310442523595,0.09884808124118387
152,0.5194550661409374,0.10202745608212459
153,0.516040228937651,0.10994111957922961
154,0.5108852842604885,0.11639427908280024
155,0.5077002390071201,0.12944884249080313
156,0.5022898250047569,0.14088471537307146
157,0.4955493609892108,0.14237416008029863
158,0.48507643759531877,0.15704546425700927
159,0.48778882473920404,0.16181782432064246
160,0.4814187342324673,0.16584652545029568
161,0.48698895737979087,0.16659497297309367
162,0.48777934781890897,0.17861103917007534
163,0.4837899055498216,0.1825307801307702
164,0.48229384015669535,0.1830606310692426
165,0.48404795420717245,0.18647275324204857
166,0.4806471235804871,0.19400148572037149
167,0.48729919941738525,0.19560000506122388
168,0.4759343130415047,0.19922063322281575
169,0.47598477867538264,0.19001783691833535
170,0.48670067838341513,0.18701066272633432
171,0.48791664642536814,0.180699423596716
172,0.48995946396371615,0.16553218834081265
173,0.4983078997983218,0.15873115497853582
174,0.49871473236440816,0.1444573463522467
175,0.5000235811784373,0.1359058227983967
176,0.49751958285310466,0.12888087725363623
177,0.5067758762252881,0.12140888860108515
178,0.5121078615186186,0.1273162276007794
179,0.511214010557642,0.1363013992927989
180,0.5183884980800979,0.1324207026949242
181,0.5243610241372018,0.12744377633458814
182,0.5244784912356614,0.11938800192658457
183,0.5284679335047489,0.10851992577052762
184,0.5231786299209771,0.10877655735764898
185,0.5239325613028182,0.11001808912669063
186,0.5209120636545576,0.10526597319447892
187,0.5234278930111949,0.10082308074079228
188,0.5275066612942737,0.09055823888731634
189,0.5268140427732223,0.09317442619616184
190,0.5156781261348811,0.09603146509183991
191,0.5112686669354849,0.08915437774563803
192,0.5060548107203696,0.10003957983336614
193,0.49491044817795365,0.10656215320372084
194,0.4885226436506884,0.11249511057789947
195,0.48758890680561623,0.12273100179397871
196,0.4911303189911928,0.1345902799971678
197,0.49314729892163517,0.13344335895581358
198,0.49156177958325153,0.13846500210440352
199,0.49152532052597453,0.1481325226463643
200,0.48751342577621115,0.15150525227101988
201,0.4851010569414324,0.15709291021245284
202,0.49013853452013534,0.15472553615940052
203,0.4893341375044161,0.15632947595325725
204,0.48417919282725375,0.16169064186285093
205,0.4822101156158383,0.15497104708974513
206,0.48246640715341804,0.15215083924902006
207,0.4708342040037331,0.16013306651752454
208,0.46952046404371367,0.17312338983820752
209,0.47361309097907195,0.1731394684943262
210,0.4808100309822037,0.16004155284184277
211,0.4832271382771299,0.1603600823154177
212,0.48524668112242314,0.1550332104743697
213,0.47888132907583403,0.1515484742038926
214,0.48523741300596956,0.15999925234488196
215,0.48365189366758593,0.15443905216829948
216,0.49081237461344085,0.14189322282658337
