,mean,std
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.005,0.015000000000000001
53,0.005,0.015000000000000001
54,0.005,0.015000000000000001
55,0.005,0.015000000000000001
56,0.005,0.015000000000000001
57,0.005,0.015000000000000001
58,0.005,0.015000000000000001
59,0.005,0.015000000000000001
60,0.01,0.030000000000000002
61,0.015,0.045
62,0.015,0.045
63,0.015,0.045
64,0.02,0.045825756949558406
65,0.02,0.045825756949558406
66,0.02,0.045825756949558406
67,0.02,0.045825756949558406
68,0.02,0.045825756949558406
69,0.025,0.046097722286464436
70,0.025,0.046097722286464436
71,0.025,0.046097722286464436
72,0.02,0.033166247903554
73,0.025,0.04031128874149276
74,0.034999999999999996,0.055
75,0.034999999999999996,0.055
76,0.034999999999999996,0.055
77,0.034999999999999996,0.055
78,0.034999999999999996,0.055
79,0.04,0.05385164807134504
80,0.039999999999999994,0.048989794855663564
81,0.034999999999999996,0.05024937810560445
82,0.034999999999999996,0.05024937810560445
83,0.034999999999999996,0.05024937810560445
84,0.034999999999999996,0.045
85,0.045,0.04716990566028302
86,0.05,0.059160797830996176
87,0.05,0.059160797830996176
88,0.05500000000000001,0.056789083458002744
89,0.05500000000000001,0.041533119314590375
90,0.05500000000000001,0.041533119314590375
91,0.05500000000000001,0.041533119314590375
92,0.06,0.053851648071345036
93,0.05500000000000001,0.041533119314590375
94,0.05,0.0447213595499958
95,0.055000000000000014,0.04716990566028302
96,0.06000000000000001,0.053851648071345036
97,0.06000000000000001,0.053851648071345036
98,0.06500000000000002,0.05024937810560445
99,0.07,0.055677643628300216
100,0.07,0.06403124237432849
101,0.07500000000000001,0.06020797289396147
102,0.07500000000000001,0.06020797289396147
103,0.085,0.07433034373659253
104,0.09,0.08306623862918074
105,0.08,0.08717797887081347
106,0.075,0.08139410298049854
107,0.08,0.08426149773176358
108,0.085,0.09759610647971567
109,0.085,0.09759610647971567
110,0.085,0.09759610647971567
111,0.085,0.09759610647971567
112,0.085,0.09499999999999999
113,0.085,0.09499999999999999
114,0.08499999999999999,0.09499999999999999
115,0.08,0.09539392014169457
116,0.07999999999999999,0.09273618495495704
117,0.09000000000000001,0.09949874371066199
118,0.085,0.08958236433584457
119,0.08,0.07141428428542851
120,0.08,0.0678232998312527
121,0.07500000000000001,0.06422616289332565
122,0.08,0.07141428428542851
123,0.08000000000000002,0.0714142842854285
124,0.08000000000000002,0.0714142842854285
125,0.085,0.08381527307120104
126,0.09,0.08306623862918074
127,0.095,0.09604686356149274
128,0.08499999999999999,0.08077747210701756
129,0.095,0.08499999999999999
130,0.095,0.08499999999999999
131,0.095,0.08499999999999999
132,0.09500000000000001,0.08499999999999999
133,0.11500000000000003,0.09759610647971567
134,0.11500000000000002,0.09500000000000001
135,0.13000000000000003,0.11445523142259599
136,0.13500000000000004,0.13047988350699888
137,0.13500000000000004,0.12257650672131265
138,0.15000000000000005,0.13228756555322954
139,0.15000000000000002,0.13784048752090222
140,0.16000000000000003,0.14628738838327793
141,0.165,0.14840822079655833
142,0.16500000000000004,0.15500000000000003
143,0.16500000000000004,0.1517399090549352
144,0.16500000000000004,0.1517399090549352
145,0.175,0.16163229875244614
146,0.18,0.17058722109231983
147,0.195,0.18227726133558186
148,0.205,0.1903286631067428
149,0.2,0.19364916731037085
150,0.23500000000000001,0.18980252896102306
151,0.26,0.18275666882497066
152,0.29500000000000004,0.18227726133558184
153,0.30500000000000005,0.189010581714358
154,0.33,0.19131126469708992
155,0.345,0.18090052515125546
156,0.35,0.1760681686165901
157,0.36500000000000005,0.17036725037400818
158,0.385,0.1789553016817328
159,0.41500000000000004,0.1789553016817328
160,0.43,0.176351920885484
161,0.45500000000000007,0.1822772613355818
162,0.465,0.17182840277439582
163,0.5,0.170293863659264
164,0.53,0.17916472867168917
165,0.5599999999999999,0.16248076809271922
166,0.58,0.16911534525287764
167,0.585,0.16889345754054536
168,0.605,0.18090052515125546
169,0.625,0.175
170,0.6249999999999999,0.17211914478058507
171,0.6399999999999999,0.18
172,0.6399999999999999,0.1772004514666935
173,0.6549999999999999,0.16948451256678293
174,0.67,0.15842979517754857
175,0.6799999999999999,0.15684387141358122
176,0.705,0.16347782724271812
177,0.7150000000000001,0.1628649747490233
178,0.7150000000000001,0.16132265804901677
179,0.7250000000000002,0.1382931668593933
180,0.74,0.12000000000000001
181,0.755,0.1171537451385998
182,0.7849999999999999,0.10965856099730655
183,0.79,0.10908712114635713
184,0.8,0.09999999999999999
185,0.805,0.10111874208078342
186,0.82,0.09539392014169455
187,0.825,0.09013878188659971
188,0.845,0.08789197915623471
189,0.86,0.09949874371066199
190,0.865,0.105
191,0.8649999999999999,0.1001249219725039
192,0.8649999999999999,0.11191514642799695
193,0.8699999999999999,0.10535653752852736
194,0.8749999999999998,0.1030776406404415
195,0.8799999999999999,0.09539392014169457
196,0.885,0.08674675786448736
197,0.8949999999999999,0.06873863542433759
198,0.8899999999999999,0.07348469228349533
199,0.8850000000000001,0.08077747210701754
200,0.875,0.10062305898749052
201,0.8699999999999999,0.11224972160321826
202,0.86,0.1374772708486752
203,0.85,0.15329709716755896
204,0.8399999999999999,0.16999999999999998
205,0.8300000000000001,0.18734993995195195
206,0.825,0.20645822822062576
207,0.8300000000000001,0.22715633383201095
208,0.825,0.23690715480964267
209,0.82,0.2511971337416094
210,0.82,0.25514701644346144
211,0.8300000000000001,0.25514701644346144
212,0.8350000000000002,0.26556543449779
213,0.8350000000000002,0.26556543449779
214,0.8300000000000001,0.27586228448267436
215,0.82,0.2839013913315678
216,0.8100000000000002,0.2835489375751565
217,0.8150000000000001,0.27207535720825576
218,0.825,0.26291633650269813
219,0.8300000000000001,0.25514701644346144
220,0.845,0.235
221,0.845,0.22522211259110417
222,0.8550000000000001,0.21266170318136735
223,0.8600000000000001,0.2022374841615668
224,0.8699999999999999,0.1833030277982336
225,0.8699999999999999,0.1833030277982336
226,0.875,0.175
227,0.875,0.16469669092000605
228,0.8800000000000001,0.15362291495737215
229,0.89,0.14106735979665885
230,0.8950000000000001,0.1439618004888797
231,0.8950000000000001,0.1439618004888797
232,0.9,0.13228756555322957
233,0.9,0.13228756555322957
234,0.905,0.12134661099511598
235,0.9099999999999999,0.11135528725660043
236,0.925,0.10547511554864494
237,0.915,0.1245993579437711
238,0.925,0.11672617529928751
239,0.9199999999999999,0.12489995996796797
240,0.9199999999999999,0.12489995996796797
241,0.93,0.11874342087037916
242,0.93,0.11874342087037916
243,0.93,0.12489995996796795
244,0.925,0.13829316685939327
245,0.93,0.12489995996796795
246,0.93,0.11874342087037916
247,0.9349999999999999,0.1205197079319395
248,0.925,0.14008925726121899
249,0.9199999999999999,0.15198684153570666
250,0.925,0.14008925726121899
251,0.925,0.14008925726121899
252,0.925,0.14008925726121899
253,0.9199999999999999,0.15198684153570666
254,0.9199999999999999,0.15198684153570666
255,0.93,0.14177446878757824
256,0.93,0.14177446878757824
257,0.9400000000000001,0.12206555615733702
258,0.9400000000000001,0.12206555615733702
259,0.95,0.10246950765959598
260,0.945,0.11056672193747989
261,0.945,0.11056672193747989
262,0.95,0.10246950765959598
263,0.95,0.08944271909999157
264,0.95,0.08062257748298547
265,0.945,0.08789197915623473
266,0.9400000000000001,0.1019803902718557
267,0.9400000000000001,0.08888194417315587
268,0.945,0.08789197915623473
269,0.95,0.0806225774829855
270,0.945,0.09340770846134704
271,0.9399999999999998,0.09165151389911681
272,0.93,0.10295630140987
273,0.9349999999999999,0.10012492197250392
274,0.9349999999999999,0.10012492197250392
